application_id,gender,international,gpa,major,race,gmat,work_exp,work_industry,admission
4699,Male,True,3.5,Business,,680.0,5.0,Other,Admit
4700,Female,True,3.15,Business,,650.0,5.0,Retail,Reject
4701,,False,3.33,Business,White,660.0,5.0,Consulting,Reject
4702,Male,True,3.16,Humanities,,670.0,4.0,Nonprofit/Gov,Reject
4703,Female,False,,Business,Black,690.0,6.0,Consulting,Reject
4704,Male,False,3.11,Business,Hispanic,600.0,5.0,Financial Services,Reject
4705,Male,False,3.38,Humanities,White,660.0,4.0,Financial Services,Reject
4706,Male,False,3.17,Humanities,Hispanic,630.0,6.0,Technology,Reject
4707,Male,True,3.11,Business,,660.0,6.0,Nonprofit/Gov,Reject
4708,Male,False,3.33,Business,Black,740.0,6.0,PE/VC,Reject
4709,Female,False,3.02,Business,Black,610.0,5.0,PE/VC,Reject
4710,Male,False,3.06,Humanities,White,620.0,5.0,Technology,Reject
4711,Male,False,3.27,Business,Asian,690.0,4.0,Nonprofit/Gov,Reject
4712,Female,False,,STEM,Black,720.0,6.0,Consulting,Reject
4713,Male,True,3.23,Humanities,,600.0,,Technology,Reject
4714,Female,False,3.25,,White,600.0,,Health Care,Reject
4715,Male,False,3.22,STEM,White,640.0,5.0,Consulting,Reject
4716,Female,False,3.08,Humanities,Asian,610.0,,PE/VC,Reject
4717,Female,,3.29,STEM,,610.0,4.0,PE/VC,Reject
4718,Male,False,3.33,Humanities,Asian,670.0,6.0,PE/VC,Admit
4719,Male,True,,Humanities,,590.0,6.0,PE/VC,Reject
4720,Male,True,3.03,Humanities,,600.0,6.0,Consulting,Reject
4721,Male,True,2.9,Business,,580.0,8.0,Financial Services,Reject
4722,Male,False,3.27,STEM,Black,,4.0,Investment Banking,Reject
4723,Male,False,3.2,Humanities,Black,640.0,4.0,Other,Reject
4724,Female,False,3.55,Humanities,White,710.0,5.0,Other,Reject
4725,Male,False,3.18,Humanities,White,660.0,4.0,Nonprofit/Gov,Reject
4726,Male,True,3.02,Business,,620.0,5.0,Technology,Reject
4727,Male,False,3.18,Humanities,Hispanic,680.0,5.0,Real Estate,Reject
4728,Female,False,3.5,Humanities,Asian,,3.0,PE/VC,Reject
4729,Female,False,3.48,STEM,Hispanic,700.0,4.0,Technology,Reject
4730,Male,False,3.29,Business,White,710.0,4.0,Nonprofit/Gov,Reject
4731,Male,False,3.31,Humanities,,640.0,4.0,Investment Banking,Reject
4732,Male,False,,STEM,Asian,660.0,6.0,Nonprofit/Gov,Reject
4733,Male,False,3.29,,Other,620.0,6.0,Consulting,Reject
4734,Male,False,3.73,Humanities,Black,780.0,5.0,Nonprofit/Gov,Admit
4735,Female,False,3.07,Business,White,670.0,5.0,PE/VC,Reject
4736,Female,False,3.3,Business,White,650.0,4.0,Investment Management,Reject
4737,Female,False,3.36,Humanities,Other,710.0,5.0,CPG,Admit
4738,Male,False,3.08,Business,Asian,570.0,4.0,PE/VC,Reject
4739,Female,True,3.19,Business,,650.0,4.0,Investment Banking,Reject
4740,Male,True,3.19,Business,,640.0,4.0,Consulting,Reject
4741,Female,,2.91,,Asian,570.0,5.0,Other,Reject
4742,Male,False,3.18,STEM,White,630.0,7.0,Media/Entertainment,Reject
4743,Male,False,3.39,STEM,Asian,700.0,5.0,Other,Admit
4744,Female,False,3.36,Business,Hispanic,700.0,6.0,Nonprofit/Gov,Admit
4745,Male,False,2.96,Business,,640.0,5.0,Financial Services,Reject
4746,Male,False,3.42,STEM,Other,680.0,5.0,Consulting,Reject
4747,Male,False,3.23,Humanities,Asian,660.0,6.0,,Reject
4748,Male,False,3.29,Business,Other,600.0,6.0,Consulting,Reject
4749,Male,False,,Business,Black,780.0,4.0,Consulting,Admit
4750,Male,False,3.26,Humanities,Black,640.0,5.0,Consulting,Reject
4751,Male,False,3.17,STEM,Asian,570.0,5.0,Consulting,Reject
4752,Male,False,3.12,STEM,Hispanic,580.0,5.0,Other,Reject
4753,Male,True,3.23,STEM,,680.0,,Investment Banking,Admit
4754,Male,True,3.46,Humanities,,770.0,5.0,Technology,Reject
4755,Male,True,3.24,Business,,590.0,5.0,CPG,Reject
4756,Male,False,3.43,Humanities,Asian,690.0,4.0,Nonprofit/Gov,Waitlist
4757,,False,3.41,STEM,Black,740.0,4.0,PE/VC,Reject
4758,Male,False,3.28,Humanities,White,630.0,3.0,Consulting,Reject
4759,Female,False,3.1,Business,White,570.0,6.0,Health Care,Reject
4760,Male,False,3.17,Business,Hispanic,620.0,6.0,Consulting,Reject
4761,Male,False,3.3,Humanities,Asian,710.0,4.0,Financial Services,Reject
4762,Female,False,3.26,Humanities,White,620.0,4.0,Investment Banking,Reject
4763,Male,True,2.96,Humanities,,600.0,6.0,Investment Banking,Reject
4764,Male,False,3.28,Business,White,640.0,5.0,Other,Reject
4765,Female,True,3.09,Business,,570.0,6.0,Other,Reject
4766,Female,False,3.27,Humanities,Hispanic,690.0,3.0,Nonprofit/Gov,Reject
4767,Male,False,3.3,STEM,White,750.0,7.0,Technology,Reject
4768,,True,3.55,Business,,700.0,,Consulting,Admit
4769,Male,False,3.29,Humanities,Black,640.0,5.0,Consulting,Reject
4770,Female,False,3.27,STEM,Asian,700.0,5.0,Consulting,Admit
4771,Female,True,,Humanities,,670.0,,Nonprofit/Gov,Reject
4772,Female,False,3.41,STEM,Hispanic,640.0,5.0,Consulting,Reject
4773,,False,3.14,STEM,Hispanic,640.0,4.0,PE/VC,Reject
4774,Female,False,3.33,Business,Asian,700.0,4.0,Financial Services,Reject
4775,Male,False,3.46,,White,720.0,5.0,PE/VC,Reject
4776,Male,False,3.25,Business,Other,720.0,4.0,Consulting,Admit
4777,Male,False,3.26,STEM,White,590.0,5.0,Real Estate,Reject
4778,Female,False,3.23,STEM,Black,650.0,5.0,Real Estate,Reject
4779,Male,False,3.08,STEM,Other,570.0,6.0,Consulting,Reject
4780,Male,True,3.11,Business,,620.0,4.0,Financial Services,Reject
4781,Female,True,3.22,Business,,640.0,5.0,Consulting,Reject
4782,Female,False,3.28,Business,Black,640.0,5.0,Financial Services,Reject
4783,Male,False,3.36,Humanities,Asian,650.0,5.0,Technology,Reject
4784,Female,False,3.14,Humanities,Asian,630.0,4.0,Nonprofit/Gov,Reject
4785,Male,False,3.36,Humanities,Black,710.0,,Technology,Admit
4786,Male,True,3.45,Humanities,,730.0,5.0,Consulting,Reject
4787,Female,False,3.38,STEM,White,750.0,4.0,Investment Banking,Reject
4788,Female,True,3.17,Business,,620.0,7.0,Nonprofit/Gov,Reject
4789,Female,True,3.3,Humanities,,730.0,4.0,Nonprofit/Gov,Reject
4790,Female,False,3.18,Business,Black,660.0,,Consulting,Reject
4792,Male,False,3.28,Business,Black,690.0,5.0,Consulting,Reject
4793,Female,False,3.44,Business,White,,6.0,Consulting,Reject
4794,Male,False,3.43,STEM,White,680.0,5.0,Investment Banking,Reject
4795,Male,True,3.19,Business,,610.0,4.0,PE/VC,Reject
4796,Female,True,3.27,Business,,630.0,5.0,Technology,Reject
4797,Male,False,3.16,Business,Hispanic,640.0,4.0,Consulting,Reject
4798,Male,True,3.48,Humanities,,610.0,6.0,Consulting,Reject
4799,Male,False,3.33,STEM,Black,710.0,6.0,Other,Reject
4800,Female,False,3.42,Humanities,Asian,610.0,6.0,Financial Services,Reject
4801,Male,False,3.18,STEM,White,660.0,5.0,PE/VC,Reject
4802,Male,True,3.21,Business,,600.0,5.0,Consulting,Reject
4803,Female,,3.2,STEM,Asian,570.0,5.0,Technology,Reject
4804,Male,False,2.95,Business,Black,610.0,4.0,Financial Services,Reject
4805,Male,True,3.54,STEM,,730.0,7.0,PE/VC,Reject
4806,Male,,3.09,STEM,,590.0,5.0,,Reject
4807,Male,,3.09,Humanities,,570.0,5.0,PE/VC,Reject
4808,Female,,3.37,Business,Black,630.0,5.0,PE/VC,Reject
4809,Male,False,,Humanities,White,670.0,4.0,PE/VC,Admit
4810,Female,False,,Humanities,Other,720.0,3.0,PE/VC,Reject
4811,Male,False,3.16,Business,White,640.0,4.0,Technology,Reject
4812,Female,False,3.33,Business,White,680.0,,Nonprofit/Gov,Admit
4813,Male,False,3.16,STEM,White,640.0,6.0,Investment Banking,Reject
4814,Female,True,3.38,Business,,610.0,6.0,Technology,Reject
4815,Male,False,,Humanities,Black,600.0,6.0,PE/VC,Reject
4816,Male,False,3.11,Business,,650.0,4.0,Investment Banking,Reject
4817,Female,True,3.24,STEM,,670.0,5.0,Media/Entertainment,Reject
4818,Female,False,2.93,Humanities,,580.0,5.0,CPG,Reject
4819,Male,False,3.0,Business,White,660.0,5.0,Consulting,Reject
4820,Male,False,3.27,STEM,Asian,650.0,6.0,Investment Banking,Reject
4821,Male,False,3.18,,White,570.0,3.0,Consulting,Reject
4822,Male,True,3.01,Business,,570.0,5.0,Technology,Reject
4823,Male,False,2.99,STEM,Asian,580.0,3.0,Investment Management,Reject
4824,Female,False,3.3,Business,White,740.0,5.0,Consulting,Admit
4825,Male,False,3.06,Humanities,White,580.0,,Other,Reject
4826,Male,False,3.59,STEM,White,780.0,4.0,Consulting,Admit
4827,Male,False,3.43,Humanities,Hispanic,660.0,7.0,Other,Reject
4828,Male,False,3.24,STEM,White,,4.0,Consulting,Reject
4829,Male,False,3.33,Humanities,Black,690.0,6.0,PE/VC,Reject
4830,Male,False,3.03,STEM,Black,630.0,5.0,Consulting,Reject
4831,Female,False,3.13,STEM,Asian,570.0,4.0,CPG,Reject
4832,Female,False,3.26,Humanities,Black,640.0,6.0,,Reject
4833,Female,,3.61,Humanities,,680.0,4.0,Consulting,Admit
4834,Male,True,3.37,STEM,,670.0,7.0,,Reject
4835,Male,True,3.16,Humanities,,570.0,,PE/VC,Reject
4836,Male,True,3.03,Business,,620.0,6.0,Technology,Reject
4837,Male,False,3.39,Business,White,700.0,5.0,Consulting,Reject
4838,Female,False,,Humanities,White,610.0,4.0,Financial Services,Reject
4839,Female,,3.11,STEM,White,610.0,5.0,Health Care,Reject
4840,Male,False,3.4,STEM,Hispanic,720.0,4.0,Consulting,Reject
4841,Male,True,3.16,Humanities,,,6.0,Other,Reject
4842,Male,False,2.99,Humanities,White,630.0,4.0,Investment Banking,Reject
4843,Male,False,3.26,Humanities,Asian,650.0,4.0,Investment Management,Reject
4844,Male,False,3.33,Humanities,Asian,720.0,5.0,Other,Admit
4845,,True,3.24,Business,,,5.0,Consulting,Reject
4846,Male,False,3.15,STEM,Asian,580.0,,Health Care,Reject
4847,Female,True,3.07,STEM,,650.0,5.0,Consulting,Reject
4848,Male,False,3.38,,Other,670.0,6.0,Consulting,Reject
4849,Male,False,3.48,STEM,Hispanic,660.0,5.0,Consulting,Waitlist
4850,Male,False,3.43,STEM,White,710.0,4.0,PE/VC,Reject
4851,Male,False,3.39,,White,600.0,5.0,Consulting,Reject
4852,Male,False,3.13,,Asian,570.0,4.0,Technology,Reject
4853,Male,False,3.0,STEM,Asian,,5.0,,Reject
4854,Male,,3.35,STEM,Hispanic,640.0,5.0,PE/VC,Reject
4855,Male,False,3.29,,White,660.0,5.0,PE/VC,Reject
4856,Male,False,3.3,Humanities,Asian,620.0,5.0,Consulting,Reject
4857,Male,False,3.29,Humanities,White,670.0,5.0,Consulting,Reject
4858,Male,True,3.01,Humanities,,580.0,4.0,Consulting,Reject
4859,,False,3.39,STEM,Asian,670.0,6.0,Consulting,Reject
4860,Male,True,3.2,Business,,610.0,6.0,Nonprofit/Gov,Reject
4861,Female,False,3.4,Humanities,White,690.0,5.0,Real Estate,Admit
4862,Female,False,3.09,Business,Asian,620.0,6.0,Other,Reject
4863,Male,False,3.35,STEM,Asian,620.0,4.0,PE/VC,Reject
4864,Male,False,3.22,Business,Black,630.0,5.0,PE/VC,Reject
4865,Male,True,3.51,Humanities,,630.0,5.0,PE/VC,Reject
4866,Female,False,3.64,Business,Black,720.0,5.0,,Reject
4867,Male,True,3.2,Business,,650.0,4.0,Investment Banking,Reject
4868,Male,False,,,Hispanic,580.0,4.0,Health Care,Reject
4869,Female,True,3.1,Business,,570.0,7.0,PE/VC,Reject
4870,Male,False,3.36,Humanities,Asian,710.0,6.0,Financial Services,Reject
4871,Male,False,3.17,Business,White,590.0,,Nonprofit/Gov,Reject
4872,Male,False,3.28,Business,White,710.0,5.0,,Reject
4873,Female,True,3.37,Humanities,,720.0,6.0,Consulting,Reject
4874,Male,True,3.29,Humanities,,650.0,5.0,Consulting,Reject
4875,Male,True,3.03,STEM,,620.0,7.0,Consulting,Reject
4876,Female,,3.21,STEM,White,600.0,6.0,PE/VC,Reject
4877,Female,False,3.07,Humanities,Asian,690.0,4.0,Consulting,Reject
4878,Male,False,2.93,,White,570.0,5.0,Technology,Reject
4879,Male,False,3.34,Humanities,White,710.0,5.0,Other,Reject
4880,Female,True,3.12,Humanities,,610.0,4.0,Consulting,Reject
4881,Female,,3.29,STEM,White,690.0,5.0,Nonprofit/Gov,Reject
4882,Male,True,2.95,Business,,570.0,4.0,CPG,Reject
4883,Female,False,3.25,Humanities,Asian,730.0,5.0,Financial Services,Admit
4884,Male,True,3.02,Business,,580.0,3.0,Other,Reject
4885,Female,True,3.39,Humanities,,740.0,7.0,Other,Admit
4886,Male,True,3.1,Humanities,,640.0,5.0,Technology,Reject
4888,Female,True,3.03,Humanities,,580.0,4.0,Health Care,Reject
4889,Male,False,3.26,Humanities,Other,,3.0,Investment Banking,Reject
4890,Female,False,2.98,Humanities,White,570.0,5.0,Health Care,Reject
4891,Male,False,3.39,Business,White,740.0,5.0,Nonprofit/Gov,Reject
4892,Male,True,3.03,Humanities,,590.0,4.0,PE/VC,Reject
4893,Male,True,3.15,Humanities,,600.0,3.0,Investment Banking,Reject
4894,Female,False,3.17,Humanities,White,640.0,3.0,Nonprofit/Gov,Reject
4895,Female,True,3.13,Business,,650.0,6.0,Investment Banking,Reject
4896,Male,False,3.28,Humanities,White,620.0,4.0,Nonprofit/Gov,Reject
4897,Male,False,3.17,Business,Asian,660.0,6.0,Consulting,Reject
4898,Female,True,3.27,STEM,,660.0,5.0,Health Care,Reject
4899,Male,False,3.45,Business,Black,720.0,4.0,Other,Reject
4900,Male,False,3.38,STEM,Asian,,5.0,Health Care,Reject
4901,Male,False,3.31,Business,White,660.0,6.0,Technology,Admit
4902,Female,True,2.65,Humanities,,570.0,6.0,,Reject
4903,Female,False,3.36,Humanities,Asian,710.0,6.0,Nonprofit/Gov,Admit
4904,Male,False,3.34,Humanities,White,570.0,6.0,PE/VC,Reject
4905,Male,False,3.15,Business,Hispanic,630.0,4.0,Investment Banking,Reject
4906,Male,False,3.36,,Asian,640.0,5.0,Consulting,Reject
4907,Male,True,3.31,Business,,690.0,5.0,Investment Banking,Reject
4908,Male,False,3.19,Humanities,Asian,610.0,7.0,,Reject
4909,Male,False,3.35,Business,White,580.0,3.0,,Reject
4910,Male,,3.14,Business,Asian,620.0,5.0,Investment Banking,Reject
4911,Male,True,,Business,,690.0,6.0,Financial Services,Reject
4912,Male,True,3.09,Humanities,,630.0,3.0,Consulting,Reject
4913,Female,False,3.49,Humanities,Asian,720.0,4.0,Consulting,Reject
4914,Female,False,3.41,Humanities,Asian,680.0,6.0,Nonprofit/Gov,Admit
4915,Male,True,3.21,Humanities,,700.0,3.0,Financial Services,Admit
4916,Male,False,3.32,Humanities,White,610.0,6.0,Technology,Reject
4917,Male,True,3.27,STEM,,640.0,7.0,Technology,Reject
4918,Female,False,3.19,Business,,620.0,6.0,Other,Reject
4919,Male,False,3.17,Business,White,610.0,5.0,Nonprofit/Gov,Reject
4920,Female,True,,Humanities,,,6.0,Consulting,Reject
4921,Male,,3.28,STEM,White,630.0,5.0,Health Care,Reject
4922,Male,False,3.33,Business,Black,690.0,6.0,Consulting,Reject
4923,Female,False,3.34,STEM,,610.0,6.0,Consulting,Reject
4924,Female,False,3.19,STEM,Black,,4.0,Investment Banking,Reject
4925,Male,False,3.24,Humanities,White,630.0,5.0,Consulting,Reject
4926,Male,False,3.56,Humanities,,670.0,6.0,Consulting,Admit
4927,Male,False,3.27,Humanities,Other,620.0,5.0,Consulting,Reject
4928,Male,False,3.41,Humanities,,670.0,6.0,Financial Services,Admit
4929,Male,False,3.49,Business,Hispanic,690.0,4.0,Nonprofit/Gov,Reject
4930,Female,False,3.27,Humanities,Black,660.0,5.0,Consulting,Admit
4931,Male,False,2.85,Business,Black,570.0,5.0,Consulting,Reject
4932,Female,True,2.99,Humanities,,570.0,5.0,Consulting,Reject
4933,Male,False,3.2,STEM,Hispanic,630.0,4.0,,Reject
4934,Female,False,3.05,Business,Other,680.0,5.0,Consulting,Reject
4935,Female,False,3.31,STEM,Hispanic,600.0,4.0,Consulting,Reject
4936,Male,False,3.15,Humanities,,580.0,5.0,Consulting,Reject
4937,Male,True,3.13,STEM,,640.0,7.0,Financial Services,Reject
4939,Male,False,2.97,,Asian,620.0,6.0,Consulting,Reject
4940,Male,False,3.13,Humanities,White,600.0,5.0,Nonprofit/Gov,Reject
4941,Male,,3.14,Humanities,,580.0,8.0,PE/VC,Reject
4942,Male,False,3.09,Business,White,650.0,,Consulting,Reject
4943,Female,True,3.26,STEM,,630.0,6.0,Other,Reject
4944,Female,,,Business,Other,700.0,6.0,Consulting,Admit
4945,Male,False,3.37,Business,White,660.0,,PE/VC,Admit
4946,Male,True,3.42,Humanities,,650.0,5.0,,Reject
4947,Female,False,3.51,Business,Black,680.0,4.0,Consulting,Reject
4948,Female,False,3.32,STEM,Asian,660.0,,Investment Banking,Reject
4949,Female,False,3.39,Humanities,Black,710.0,4.0,Consulting,Reject
4950,Male,False,3.26,Humanities,White,660.0,5.0,PE/VC,Admit
4951,Female,True,3.35,Business,,710.0,5.0,Consulting,Reject
4952,Female,True,3.21,STEM,,580.0,6.0,Consulting,Reject
4953,Female,False,3.26,STEM,Hispanic,630.0,5.0,,Reject
4954,Male,False,3.31,STEM,Asian,670.0,6.0,Nonprofit/Gov,Reject
4955,Male,False,3.33,Humanities,Asian,700.0,5.0,Consulting,Reject
4956,Male,,3.57,STEM,Asian,720.0,7.0,Financial Services,Reject
4957,Male,False,3.28,Humanities,Asian,660.0,,Nonprofit/Gov,Reject
4958,Male,False,,Business,White,630.0,4.0,,Reject
4959,Male,True,3.3,Business,,680.0,5.0,PE/VC,Reject
4960,Male,True,3.12,Humanities,,650.0,3.0,Consulting,Reject
4961,Female,True,3.04,Business,,640.0,6.0,PE/VC,Reject
4962,Male,False,3.21,Humanities,Black,600.0,5.0,Consulting,Reject
4963,Male,,3.13,Humanities,Hispanic,670.0,7.0,PE/VC,Reject
4964,Female,True,3.1,Humanities,,690.0,6.0,,Reject
4965,Male,False,3.38,Humanities,White,660.0,5.0,,Admit
4966,Male,False,3.21,Humanities,Other,610.0,2.0,Nonprofit/Gov,Reject
4967,Female,False,3.18,STEM,White,670.0,5.0,Health Care,Reject
4968,Male,False,3.0,Business,Asian,650.0,5.0,PE/VC,Reject
4969,Male,False,3.13,Humanities,White,630.0,4.0,Technology,Reject
4970,Male,False,,,Asian,690.0,6.0,Financial Services,Reject
4971,Male,False,3.24,Business,Hispanic,660.0,5.0,Energy,Reject
4972,Male,False,3.0,Business,White,600.0,6.0,Nonprofit/Gov,Reject
4973,Female,False,3.18,STEM,Hispanic,610.0,3.0,PE/VC,Reject
4974,Female,False,3.59,,White,750.0,3.0,Consulting,Admit
4975,Female,False,,Business,Hispanic,660.0,6.0,Investment Banking,Reject
4976,Female,True,3.18,Humanities,,680.0,4.0,Consulting,Reject
4977,Male,False,,STEM,Asian,710.0,4.0,Technology,Admit
4978,Male,True,3.28,Business,,,5.0,PE/VC,Reject
4979,Female,False,2.98,Business,Hispanic,610.0,5.0,CPG,Reject
4980,Male,True,3.09,STEM,,590.0,2.0,Technology,Reject
4981,Male,False,3.16,Humanities,Black,610.0,5.0,Other,Reject
4982,Male,False,3.26,STEM,Asian,610.0,4.0,Financial Services,Reject
4983,Female,False,3.24,STEM,Asian,690.0,6.0,,Reject
4984,Female,True,3.19,Business,,650.0,5.0,Other,Reject
4985,,False,3.26,STEM,Asian,,6.0,PE/VC,Reject
4986,,False,3.31,Humanities,Asian,640.0,4.0,Consulting,Reject
4987,Male,False,3.55,STEM,White,720.0,5.0,PE/VC,Reject
4988,Male,False,3.45,Humanities,Black,690.0,5.0,Financial Services,Admit
4989,Female,False,2.92,Humanities,White,570.0,6.0,PE/VC,Reject
4990,Female,True,3.44,STEM,,650.0,4.0,Health Care,Reject
4991,Male,False,3.37,Humanities,Hispanic,650.0,3.0,PE/VC,Reject
4992,Female,False,3.2,Business,White,720.0,6.0,Consulting,Reject
4993,Female,True,3.46,STEM,,630.0,6.0,Nonprofit/Gov,Reject
4994,Male,False,3.31,Business,White,,5.0,Consulting,Reject
4995,Female,False,3.29,Business,Asian,670.0,5.0,Financial Services,Reject
4996,Male,False,3.38,Business,Other,680.0,7.0,Consulting,Reject
4997,Female,False,3.18,STEM,Hispanic,580.0,5.0,Consulting,Reject
4998,,True,3.27,Business,,600.0,,Financial Services,Reject
4999,,True,3.14,STEM,,590.0,5.0,Nonprofit/Gov,Reject
5000,Female,False,3.1,Humanities,White,,6.0,Consulting,Reject
5002,Female,False,3.36,Business,Hispanic,650.0,4.0,Nonprofit/Gov,Reject
5003,Female,False,3.35,STEM,Black,710.0,3.0,Consulting,Admit
5004,Female,False,,Humanities,Black,,6.0,Investment Banking,Reject
5005,,False,3.06,Humanities,Other,580.0,5.0,Technology,Reject
5006,Female,False,3.39,Business,Other,780.0,5.0,Other,Reject
5007,Female,False,3.03,STEM,Other,610.0,7.0,,Reject
5008,Male,True,3.35,Business,,570.0,6.0,,Reject
5009,Male,False,3.31,STEM,,670.0,6.0,Technology,Reject
5010,Male,True,3.07,STEM,,590.0,3.0,Investment Banking,Reject
5011,Male,False,3.4,Business,Asian,590.0,6.0,,Reject
5012,Male,False,3.45,Business,Asian,590.0,6.0,Nonprofit/Gov,Reject
5013,Female,False,3.22,Humanities,White,600.0,4.0,Consulting,Reject
5014,Male,False,3.25,,Other,710.0,6.0,Consulting,Admit
5015,Female,True,3.32,Business,,650.0,6.0,Technology,Reject
5016,Female,True,3.3,Humanities,,670.0,5.0,Technology,Admit
5017,Male,True,3.14,STEM,,730.0,5.0,Technology,Reject
5018,Female,True,3.14,Business,,650.0,4.0,Investment Management,Reject
5019,Male,False,3.34,Business,Asian,700.0,6.0,,Admit
5020,Male,False,3.22,Humanities,White,630.0,4.0,,Reject
5021,Female,False,3.15,Business,White,570.0,5.0,Technology,Reject
5022,Male,True,3.29,STEM,,670.0,4.0,Consulting,Admit
5023,Male,False,3.06,,Black,620.0,,Nonprofit/Gov,Reject
5024,Female,False,3.19,STEM,Asian,670.0,4.0,Consulting,Reject
5025,Female,False,2.98,Humanities,White,590.0,8.0,Nonprofit/Gov,Reject
5026,Female,False,3.35,Humanities,Asian,610.0,4.0,PE/VC,Reject
5027,Male,False,3.44,Humanities,Asian,690.0,5.0,Other,Admit
5028,Female,True,3.43,,,640.0,4.0,Financial Services,Reject
5029,Female,False,3.33,STEM,Asian,700.0,6.0,Investment Banking,Reject
5030,Male,False,3.14,Business,Asian,570.0,5.0,PE/VC,Reject
5031,Male,True,2.87,Humanities,,590.0,5.0,Technology,Reject
5032,Male,False,3.28,Business,Hispanic,690.0,7.0,Investment Management,Reject
5033,Female,False,3.22,Business,White,600.0,4.0,Other,Reject
5034,Male,False,3.3,Business,Hispanic,660.0,4.0,Technology,Reject
5035,Female,True,3.06,Humanities,,600.0,4.0,Other,Reject
5036,Female,True,3.14,Humanities,,650.0,3.0,Consulting,Reject
5037,,True,3.49,Humanities,,630.0,7.0,Consulting,Reject
5038,Male,False,3.01,STEM,Asian,600.0,6.0,PE/VC,Reject
5039,Female,False,3.35,STEM,White,650.0,5.0,PE/VC,Reject
5040,Male,False,3.32,,,680.0,,Consulting,Reject
5041,Male,True,3.38,Humanities,,740.0,3.0,Consulting,Reject
5042,Female,False,,Humanities,Asian,640.0,6.0,Technology,Reject
5043,Male,False,3.3,Business,White,660.0,6.0,Consulting,Reject
5044,Female,False,3.22,Business,Asian,710.0,4.0,PE/VC,Admit
5045,Male,False,3.1,STEM,Hispanic,610.0,5.0,PE/VC,Reject
5046,Male,False,3.43,STEM,Asian,630.0,5.0,Consulting,Reject
5047,Female,False,,Humanities,Black,570.0,5.0,Consulting,Reject
5048,Female,False,3.21,STEM,Black,650.0,5.0,Investment Banking,Reject
5049,Male,True,3.05,Humanities,,,6.0,Technology,Reject
5050,Male,False,3.54,Humanities,Asian,710.0,6.0,Nonprofit/Gov,Reject
5051,Female,False,3.28,Business,Hispanic,650.0,6.0,Consulting,Reject
5052,Female,True,3.37,STEM,,740.0,6.0,PE/VC,Reject
5053,Female,False,3.37,Business,Asian,640.0,4.0,Media/Entertainment,Reject
5054,Male,True,3.31,Humanities,,,4.0,CPG,Reject
5055,Male,False,3.34,Humanities,Black,710.0,5.0,Investment Banking,Reject
5056,,False,3.39,STEM,White,690.0,5.0,Technology,Admit
5057,Male,False,3.07,Business,Asian,600.0,6.0,Financial Services,Reject
5058,Male,True,3.44,Humanities,,660.0,4.0,PE/VC,Reject
5059,Female,False,3.19,Humanities,Other,640.0,4.0,Financial Services,Reject
5060,Male,True,3.38,Humanities,,620.0,5.0,PE/VC,Reject
5061,Male,False,3.2,Humanities,Asian,600.0,5.0,PE/VC,Reject
5062,Female,False,3.07,Business,White,620.0,,Financial Services,Reject
5063,Female,False,3.36,Business,Black,580.0,6.0,Financial Services,Reject
5064,Female,False,3.13,Humanities,Asian,650.0,5.0,PE/VC,Reject
5065,Male,False,3.27,Humanities,Black,670.0,5.0,Nonprofit/Gov,Reject
5066,Male,False,3.13,STEM,White,580.0,4.0,,Reject
5067,Male,False,3.44,Humanities,White,650.0,5.0,Technology,Reject
5068,Female,False,3.34,Humanities,Black,740.0,4.0,Consulting,Admit
5069,Male,True,3.17,Business,,620.0,3.0,Consulting,Reject
5070,Male,False,3.31,Business,Black,,6.0,Investment Banking,Reject
5071,Male,True,3.11,Humanities,,600.0,5.0,Nonprofit/Gov,Reject
5072,Male,True,3.21,STEM,,650.0,5.0,PE/VC,Reject
5073,Female,False,3.23,Business,Black,650.0,4.0,PE/VC,Reject
5074,Male,False,3.18,Humanities,Hispanic,640.0,4.0,PE/VC,Reject
5075,Male,False,3.25,STEM,Asian,640.0,4.0,Nonprofit/Gov,Reject
5076,Male,True,3.3,Humanities,,690.0,6.0,Nonprofit/Gov,Reject
5077,Female,False,3.08,STEM,,590.0,,Nonprofit/Gov,Reject
5078,Female,True,3.16,Business,,620.0,6.0,Nonprofit/Gov,Reject
5079,Male,False,3.15,Humanities,Asian,680.0,5.0,PE/VC,Reject
5080,Male,True,3.19,Business,,570.0,5.0,Consulting,Reject
5081,Male,False,3.52,STEM,Asian,700.0,5.0,Investment Banking,Reject
5082,Female,True,3.25,Business,,640.0,5.0,Technology,Reject
5083,Female,False,3.27,Humanities,Black,650.0,5.0,PE/VC,Reject
5084,Female,True,3.43,,,620.0,4.0,CPG,Reject
5085,Male,False,3.48,Humanities,Other,750.0,4.0,Investment Banking,Admit
5086,Male,True,3.11,STEM,,,6.0,Technology,Reject
5087,Male,False,3.13,STEM,Asian,610.0,5.0,Consulting,Reject
5088,Male,False,3.33,Humanities,Other,,6.0,Consulting,Reject
5089,Male,True,3.28,Humanities,,660.0,6.0,Other,Reject
5090,,False,3.27,Humanities,Hispanic,620.0,6.0,PE/VC,Reject
5091,Male,False,3.02,STEM,Hispanic,650.0,5.0,Financial Services,Reject
5092,Female,True,3.3,Business,,670.0,5.0,Technology,Reject
5093,Male,True,3.22,Humanities,,680.0,5.0,Investment Banking,Waitlist
5094,Female,True,3.5,Humanities,,720.0,7.0,Other,Reject
5095,Female,False,3.38,Humanities,White,780.0,6.0,Consulting,Admit
